ID,Name,Description,Category ID,Category Name,Price,Size,Available,Image URL,Popular,Preparation Time,Category EN,Category AZ,Category RU,Category TR,Category AR,Category HI,Category FR,Category IT,Name EN,Name AZ,Name RU,Name TR,Name AR,Name HI,Name FR,Name IT,Description EN,Description AZ,Description RU,Description TR,Description AR,Description HI,Description FR,Description IT,Created At,Updated At
299,Savalan Cabernet merlot,,,ALCOHOLIC BEVERAGES,49.00,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Savalan Cabernet merlot,Savalan Cabernet merlot,Savalan Cabernet merlot,Savalan Cabernet merlot,سفالان كابيرنيه ميرلو,सवालान कैबरनेट मर्लोट,Savalan Cabernet merlot,Savalan Cabernet merlot,,,,,,,,,,
300,Savalan Ripassato,,,ALCOHOLIC BEVERAGES,12.00,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Savalan Ripassato,Savalan Ripassato,Savalan Ripassato,Savalan Ripassato,سفالان ريباساتو,सवालान रिपासातो,Savalan Ripassato,Savalan Ripassato,,,,,,,,,,
301,Savalan Ripassato,,,ALCOHOLIC BEVERAGES,55.00,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Savalan Ripassato,Savalan Ripassato,Savalan Ripassato,Savalan Ripassato,سفالان ريباساتو,सवालान रिपासातो,Savalan Ripassato,Savalan Ripassato,,,,,,,,,,
302,Meysəri Məxməri,,,ALCOHOLIC BEVERAGES,12.00,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Meysəri Məxməri,Meysəri Məxməri,Meysəri Məxməri,Meysəri Məxməri,ميسيري مخمري,मेयसेरी मखमरी,Meysəri Məxməri,Meysəri Məxməri,,,,,,,,,,
303,Meysəri Məxməri,,,ALCOHOLIC BEVERAGES,55.00,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Meysəri Məxməri,Meysəri Məxməri,Meysəri Məxməri,Meysəri Məxməri,ميسيري مخمري,मेयसेरी मखमरी,Meysəri Məxməri,Meysəri Məxməri,,,,,,,,,,
304,Meysəri Mərcan,,,ALCOHOLIC BEVERAGES,10.50,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Meysəri Mərcan,Meysəri Mərcan,Meysəri Mərcan,Meysəri Mərcan,ميسيري مرجان,मेयसेरी मरकन,Meysəri Mərcan,Meysəri Mərcan,,,,,,,,,,
305,Meysəri Mərcan,,,ALCOHOLIC BEVERAGES,52.00,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Meysəri Mərcan,Meysəri Mərcan,Meysəri Mərcan,Meysəri Mərcan,ميسيري مرجان,मेयसेरी मरकन,Meysəri Mərcan,Meysəri Mərcan,,,,,,,,,,
306,Grante Cabernet Savignon,,,ALCOHOLIC BEVERAGES,7.50,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Grante Cabernet Savignon,Grante Cabernet Savignon,Grante Cabernet Savignon,Grante Cabernet Savignon,غرانتي كابيرنيه سوفينيون,ग्रैंटे कैबरनेट सॉविन्योन,Grante Cabernet Sauvignon,Grante Cabernet Savignon,,,,,,,,,,
307,Grante Cabernet Savignon,,,ALCOHOLIC BEVERAGES,38.00,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Grante Cabernet Savignon,Grante Cabernet Savignon,Grante Cabernet Savignon,Grante Cabernet Savignon,غرانتي كابيرنيه سوفينيون,ग्रैंटे कैबरनेट सॉविन्योन,Grante Cabernet Sauvignon,Grante Cabernet Savignon,,,,,,,,,,
308,Grante Pomegranate,,,ALCOHOLIC BEVERAGES,7.50,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Grante Pomegranate,Grante Pomegranate,Grante Pomegranate,Grante Pomegranate,غرانتي رمان,ग्रैंटे पोमेग्रेनेट,Grante Pomegranate,Grante Pomegranate,,,,,,,,,,
309,Grante Pomegranate,,,ALCOHOLIC BEVERAGES,38.00,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Grante Pomegranate,Grante Pomegranate,Grante Pomegranate,Grante Pomegranate,غرانتي رمان,ग्रैंटे पोमेग्रेनेट,Grante Pomegranate,Grante Pomegranate,,,,,,,,,,
310,Selected (local),,,ALCOHOLIC BEVERAGES,3.90,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Selected (local),Selected (yerli),Selected (местный),Selected (yerel),سيليكتد (محلي),सिलेक्टेड (स्थानीय),Selected (local),Selected (locale),,,,,,,,,,
311,Selected (local),,,ALCOHOLIC BEVERAGES,28,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Selected (local),Selected (yerli),Selected (местный),Selected (yerel),سيليكتد (محلي),सिलेक्टेड (स्थानीय),Selected (local),Selected (locale),,,,,,,,,,
312,Organic (local),,,ALCOHOLIC BEVERAGES,3.90,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Organic (local),Organic (yerli),Organic (местный),Organic (yerel),أورغانيك (محلي),ऑर्गेनिक (स्थानीय),Organic (local),Organic (locale),,,,,,,,,,
313,Organic (local),,,ALCOHOLIC BEVERAGES,28,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Organic (local),Organic (yerli),Organic (местный),Organic (yerel),أورغانيك (محلي),ऑर्गेनिक (स्थानीय),Organic (local),Organic (locale),,,,,,,,,,
314,Chivas 18,,,ALCOHOLIC BEVERAGES,17.60,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Chivas 18,Chivas 18,Chivas 18,Chivas 18,شيفاز 18,शिवास 18,Chivas 18,Chivas 18,,,,,,,,,,
315,Chivas 12,,,ALCOHOLIC BEVERAGES,9.90,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Chivas 12,Chivas 12,Chivas 12,Chivas 12,شيفاز 12,शिवास 12,Chivas 12,Chivas 12,,,,,,,,,,
316,Jack Daniels,,,ALCOHOLIC BEVERAGES,9.00,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Jack Daniels,Jack Daniels,Jack Daniels,Jack Daniels,جاك دانييلز,जैक डैनियल्स,Jack Daniels,Jack Daniels,,,,,,,,,,
317,Jameson,,,ALCOHOLIC BEVERAGES,9.00,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Jameson,Jameson,Jameson,Jameson,جيمسون,जेमसन,Jameson,Jameson,,,,,,,,,,
318,Black Label,,,ALCOHOLIC BEVERAGES,9.90,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Black Label,Black Label,Black Label,Black Label,بلاك ليبل,ब्लैक लेबल,Black Label,Black Label,,,,,,,,,,
319,Red Label,,,ALCOHOLIC BEVERAGES,8.40,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Red Label,Red Label,Red Label,Red Label,ريد ليبل,रेड लेबल,Red Label,Red Label,,,,,,,,,,
320,Glenfiddich 18,,,ALCOHOLIC BEVERAGES,17.60,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Glenfiddich 18,Glenfiddich 18,Glenfiddich 18,Glenfiddich 18,غلينفيديتش 18,ग्लेनफिडिच 18,Glenfiddich 18,Glenfiddich 18,,,,,,,,,,
321,Glenfiddich 12,,,ALCOHOLIC BEVERAGES,15.40,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Glenfiddich 12,Glenfiddich 12,Glenfiddich 12,Glenfiddich 12,غلينفيديتش 12,ग्लेनफिडिच 12,Glenfiddich 12,Glenfiddich 12,,,,,,,,,,
322,J&B,,,ALCOHOLIC BEVERAGES,8.40,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,J&B,J&B,J&B,J&B,جيه آند بي,जे एंड बी,J&B,J&B,,,,,,,,,,
323,Hennessy V.S.O.P,,,ALCOHOLIC BEVERAGES,19.80,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Hennessy V.S.O.P,Hennessy V.S.O.P,Hennessy V.S.O.P,Hennessy V.S.O.P,هينيسي في.إس.أو.بي,हेनेसी वी.एस.ओ.पी,Hennessy V.S.O.P,Hennessy V.S.O.P,,,,,,,,,,
324,Remy Martin V.S.O.P,,,ALCOHOLIC BEVERAGES,18.70,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Remy Martin V.S.O.P,Remy Martin V.S.O.P,Remy Martin V.S.O.P,Remy Martin V.S.O.P,ريمي مارتان في.إس.أو.بي,रेमी मार्टिन वी.एस.ओ.पी,Remy Martin V.S.O.P,Remy Martin V.S.O.P,,,,,,,,,,
325,Metaxa,,,ALCOHOLIC BEVERAGES,13.20,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Metaxa,Metaxa,Metaxa,Metaxa,ميتاكسا,मेटाक्सा,Metaxa,Metaxa,,,,,,,,,,
326,Gold Baku,,,ALCOHOLIC BEVERAGES,11.00,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Gold Baku,Gold Baku,Gold Baku,Gold Baku,غولد باكو,गोल्ड बाकू,Gold Baku,Gold Baku,,,,,,,,,,
327,Bombay,,,ALCOHOLIC BEVERAGES,7.70,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Bombay,Bombay,Bombay,Bombay,بومباي,बॉम्बे,Bombay,Bombay,,,,,,,,,,
328,Gordon's,,,ALCOHOLIC BEVERAGES,7.70,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Gordon's,Gordon's,Gordon's,Gordon's,غوردونز,गॉर्डन्स,Gordon's,Gordon's,,,,,,,,,,
329,Hendrick's,,,ALCOHOLIC BEVERAGES,9.90,,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Hendrick's,Hendrick's,Hendrick's,Hendrick's,هندريكس,हेंड्रिक्स,Hendrick's,Hendrick's,,,,,,,,,,
330,Absolut,,,ALCOHOLIC BEVERAGES,6.60,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Absolut,Absolut,Absolut,Absolut,أبسولوت,अबसोल्यूट,Absolut,Absolut,,,,,,,,,,
331,Absolut,,,ALCOHOLIC BEVERAGES,55,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Absolut,Absolut,Absolut,Absolut,أبسولوت,अबसोल्यूट,Absolut,Absolut,,,,,,,,,,
332,Finlandia,,,ALCOHOLIC BEVERAGES,6.60,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Finlandia,Finlandia,Finlandia,Finlandia,فينلانديا,फिनलैंडिया,Finlandia,Finlandia,,,,,,,,,,
333,Finlandia,,,ALCOHOLIC BEVERAGES,55,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Finlandia,Finlandia,Finlandia,Finlandia,فينلانديا,फिनलैंडिया,Finlandia,Finlandia,,,,,,,,,,
334,Russian Standard,,,ALCOHOLIC BEVERAGES,6.60,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Russian Standard,Russkiy standart,Russkiy standart,Russian Standard,روسكي ستاندارت,रशियन स्टैंडर्ड,Russian Standard,Russian Standard,,,,,,,,,,
335,Russian Standard,,,ALCOHOLIC BEVERAGES,55,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Russian Standard,Russkiy standart,Russkiy standart,Russian Standard,روسكي ستاندارت,रशियन स्टैंडर्ड,Russian Standard,Russian Standard,,,,,,,,,,
336,Onegin,,,ALCOHOLIC BEVERAGES,12,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Onegin,Onegin,Onegin,Onegin,أونيغين,ओनेगिन,Onegin,Onegin,,,,,,,,,,
337,Onegin,,,ALCOHOLIC BEVERAGES,99,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Onegin,Onegin,Onegin,Onegin,أونيغين,ओनेगिन,Onegin,Onegin,,,,,,,,,,
338,Chistie Rosi,,,ALCOHOLIC BEVERAGES,11,Regular,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Chistie Rosi,Chistie Rosi,Chistie Rosi,Chistie Rosi,تشيستي روسي,चिस्ते रोसी,Chistie Rosi,Chistie Rosi,,,,,,,,,,
339,Chistie Rosi,,,ALCOHOLIC BEVERAGES,88,Large,TRUE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcWKAPNpBPrNwnMLN98hVyg5Vs1x3GOpALlg&s,,15,ALCOHOLIC BEVERAGES,ALKOQOLLU İÇKİLƏR,АЛКОГОЛЬНЫЕ НАПИТКИ,ALKOLLÜ İÇECEKLER,المشروبات الكحولية,अल्कोहल पेय,BOISSONS ALCOOLISÉES,BEVANDE ALCOLICHE,Chistie Rosi,Chistie Rosi,Chistie Rosi,Chistie Rosi,تشيستي روسي,चिस्ते रोसी,Chistie Rosi,Chistie Rosi,,,,,,,,,,
